distance_km,poids_kg,heure,jour_semaine,conditions_meteo,niveau_trafic,temperature,visibilite,duree_minutes
28.641,90.99,0,1,0,0.069,26.2,8376,38.43
6.752,124.28,16,4,3,0.008,17.8,2150,27.24
31.863,189.28,14,2,0,0.471,18.6,9982,72.33
246.065,183.7,17,6,1,0.727,23.5,6588,648.33
109.007,87.85,16,2,1,0.193,20.0,6122,130.55
33.867,72.86,15,4,0,0.177,19.1,9323,56.61
7.289,141.9,17,0,0,0.757,30.4,8190,74.87
16.029,9.22,1,3,0,0.065,33.3,8828,26.74
132.527,153.38,2,2,0,0.089,15.3,8828,94.2
4.829,87.27,4,1,0,0.058,24.5,9008,24.86
452.807,70.74,22,1,0,0.079,27.6,9522,278.95
339.09,32.08,0,2,0,0.09,21.9,9156,200.82
25.918,132.9,21,3,3,0.338,17.3,4351,69.59
31.212,133.58,13,6,0,0.441,25.8,8590,76.18
339.161,85.87,13,5,1,0.145,14.8,2381,480.25
52.198,94.04,3,0,1,0.065,24.4,3358,58.21
251.962,42.51,23,0,1,0.035,21.0,6326,136.94
129.856,34.34,11,3,1,0.31,21.0,5835,156.27
33.448,94.26,3,4,0,0.195,17.0,8519,59.71
103.94,165.49,21,6,0,0.217,23.9,9852,112.52
30.087,35.83,13,3,0,0.249,35.0,8081,53.48
21.862,68.01,2,5,3,0.222,16.2,1118,57.9
7.461,193.08,4,3,1,0.018,11.1,3808,33.68
486.383,99.95,5,3,0,0.008,34.1,9609,227.26
38.343,185.83,2,1,0,0.031,31.9,9745,48.15
35.855,161.11,18,3,0,0.751,26.8,9001,125.98
355.077,129.96,15,5,0,0.03,26.8,8755,220.27
125.867,187.62,10,4,0,0.079,30.3,9006,93.99
222.679,57.42,6,5,0,0.001,26.6,9152,141.45
22.608,8.7,2,1,0,0.054,19.6,9301,24.23
20.785,179.54,13,3,0,0.341,22.2,9514,59.05
12.894,72.57,10,0,0,0.195,23.5,8167,46.44
12.145,51.02,19,1,0,0.656,16.3,9351,90.9
354.095,181.82,17,0,0,0.66,16.3,9556,805.01
490.001,192.44,17,0,1,0.521,24.9,3147,977.39
35.324,186.11,11,5,1,0.009,22.0,3601,59.54
498.596,96.46,2,4,3,0.039,23.5,4891,429.44
9.985,118.94,0,0,3,0.019,15.5,1711,34.42
19.579,83.16,9,5,1,0.062,19.9,3779,45.23
6.206,171.4,12,3,0,0.35,33.1,8254,41.69
38.888,59.22,16,3,0,0.307,20.9,9739,65.05
23.416,120.38,9,1,0,0.639,18.5,8141,80.65
30.198,13.97,7,5,1,0.269,19.7,3191,41.11
12.473,158.72,3,3,0,0.04,15.1,8507,36.65
17.385,24.52,14,4,0,0.266,15.7,8208,47.75
5.709,183.38,19,3,1,0.522,10.0,6170,47.87
22.237,102.69,0,1,3,0.018,24.4,2431,33.06
428.224,57.21,20,4,0,0.251,33.9,8726,378.95
14.46,178.98,5,6,0,0.082,25.6,9583,41.06
32.931,104.43,7,2,0,0.49,16.3,8455,115.61
37.476,9.64,19,4,0,0.098,31.4,9770,39.43
29.751,178.55,22,6,0,0.082,18.5,9778,34.44
11.077,186.29,23,0,1,0.023,17.7,4389,29.0
23.865,195.43,19,5,0,0.272,24.3,9870,51.37
14.846,142.87,2,5,0,0.116,15.8,8116,43.35
24.398,87.83,12,1,0,0.247,30.3,8851,59.32
293.075,178.94,10,2,0,0.233,31.6,9573,279.22
480.752,142.54,19,3,0,0.478,28.2,8706,1101.4
4.134,106.01,17,5,0,0.23,18.3,9971,28.33
23.821,84.31,9,1,0,0.631,29.6,8832,97.15
26.904,152.74,4,6,0,0.056,17.1,8225,40.22
335.105,8.24,20,1,0,0.141,18.9,9014,242.42
1.683,178.71,14,6,1,0.29,12.6,5745,36.52
26.386,49.64,2,0,0,0.077,18.3,8474,26.1
25.692,180.55,20,5,0,0.267,24.0,9581,48.36
20.171,199.49,4,6,1,0.093,11.6,5545,34.47
161.884,156.47,23,0,0,0.05,20.9,9620,99.11
327.431,148.83,2,3,1,0.0,17.2,2655,198.75
311.441,10.15,20,6,0,0.188,19.5,8020,315.19
26.668,145.64,10,6,3,0.349,22.3,2677,77.44
15.972,57.08,1,3,0,0.098,18.9,9051,43.16
27.058,117.78,1,5,0,0.258,24.5,9664,52.66
5.529,2.68,16,2,0,0.163,26.2,9334,13.76
36.917,28.05,8,3,0,0.42,20.4,9841,113.69
290.751,157.45,7,5,0,0.292,32.8,9898,279.13
315.025,186.76,21,1,1,0.209,10.1,6931,324.28
162.294,73.2,18,6,3,0.405,20.4,4020,419.98
23.843,27.8,23,3,0,0.032,24.8,8899,28.93
37.0,142.65,17,2,0,0.534,33.3,9402,94.86
404.113,120.86,6,4,0,0.23,29.1,8119,348.75
166.98,86.4,10,0,0,0.193,27.5,9875,178.08
474.403,37.95,23,1,0,0.032,16.2,8866,264.84
19.719,81.14,7,5,3,0.134,15.5,3342,60.32
32.916,182.55,0,5,0,0.019,29.9,8408,46.74
215.875,109.98,4,5,0,0.263,22.7,9566,194.56
483.77,13.35,15,2,3,0.233,27.6,1931,551.62
8.678,17.74,5,2,0,0.002,28.5,8779,17.41
7.179,56.82,9,5,0,0.366,25.8,8215,30.42
8.986,196.83,20,1,0,0.155,34.1,9832,40.52
8.446,109.61,4,3,0,0.039,20.1,9222,25.93
22.27,169.64,15,4,0,0.204,27.9,9038,46.56
33.846,113.42,12,2,2,0.21,2.9,2206,82.81
1.367,73.36,21,3,1,0.103,11.3,5487,20.61
2.123,142.13,0,5,0,0.441,26.2,9412,26.73
483.731,87.83,2,2,0,0.063,30.3,8982,281.13
30.815,160.47,21,1,1,0.356,11.8,6055,64.52
33.884,37.15,4,1,3,0.096,29.5,1236,48.04
11.044,164.6,20,4,0,0.08,18.2,8773,40.59
17.116,102.83,12,3,0,0.355,16.2,8848,76.2
255.299,75.98,4,1,0,0.09,20.2,9815,141.51
7.909,5.28,14,6,0,0.419,19.4,9791,32.29
17.216,134.34,10,6,3,0.36,17.4,3747,103.39
18.939,97.4,0,0,1,0.029,14.1,4299,40.59
17.793,84.93,2,2,0,0.054,32.6,8648,44.53
36.999,23.08,21,4,0,0.037,23.9,8504,38.54
375.052,10.13,12,4,0,0.036,19.3,9235,331.28
22.677,149.11,22,1,0,0.079,15.9,9420,31.12
35.084,7.38,8,4,0,0.014,20.0,9090,38.01
489.109,136.4,20,6,0,0.288,20.6,9670,535.05
345.508,82.87,10,2,0,0.116,21.9,9742,296.87
163.712,8.23,16,0,0,0.329,18.6,9378,154.64
35.674,52.95,15,2,0,0.299,19.8,8667,60.23
17.713,31.89,7,4,1,0.291,16.4,4463,52.62
12.777,172.89,23,3,3,0.074,18.1,4069,44.05
103.699,23.92,0,1,2,0.006,2.9,1873,83.83
34.519,81.86,20,6,0,0.299,29.0,9790,74.1
12.978,6.96,2,5,0,0.042,26.1,9598,26.21
5.355,53.96,10,5,0,0.044,21.5,8385,31.43
235.712,3.48,12,4,0,0.224,32.9,9507,269.4
215.688,142.59,17,1,0,0.511,31.6,9960,459.09
339.177,138.25,0,2,0,0.017,32.2,8292,183.97
445.29,169.01,13,5,0,0.3,30.6,9680,499.23
30.285,85.1,6,4,0,0.058,19.1,8212,43.64
2.382,90.56,14,3,0,0.233,25.8,10000,25.66
23.317,198.7,16,5,0,0.152,19.3,9125,39.97
28.42,190.9,18,2,0,0.562,19.6,8116,94.02
498.502,142.02,1,6,1,0.05,22.9,2587,305.48
108.654,109.52,14,6,0,0.431,15.6,8215,168.92
322.287,122.99,4,2,0,0.082,16.0,9876,197.01
54.58,106.36,20,3,0,0.221,29.6,9890,68.85
4.107,179.71,16,0,0,0.201,16.9,9223,30.3
419.705,131.92,3,6,0,0.053,18.1,8571,245.78
186.617,67.55,20,1,3,0.274,28.0,2163,297.13
38.875,183.87,20,4,1,0.157,10.5,2960,64.58
476.411,108.67,18,2,1,0.645,17.5,4625,1060.21
43.622,31.69,0,4,1,0.159,17.5,5130,55.71
55.351,6.52,5,4,0,0.258,29.5,8170,64.95
169.319,170.96,1,3,0,0.081,17.3,8955,106.22
34.523,143.84,2,2,0,0.004,22.1,9824,43.99
10.109,160.78,23,4,0,0.194,30.4,9674,44.61
28.804,186.78,8,1,0,0.723,20.1,9962,101.68
9.613,125.23,23,3,2,0.016,0.7,2807,28.2
193.028,25.14,21,6,0,0.362,29.1,8536,185.68
399.759,9.41,18,6,0,0.577,21.4,8627,841.24
23.259,147.66,2,3,2,0.024,1.0,1718,39.09
410.638,83.9,0,6,0,0.025,33.4,9275,203.34
38.381,175.71,14,5,0,0.184,19.2,9520,65.2
109.975,160.43,16,1,0,0.3,30.4,9350,155.33
25.378,81.87,11,3,0,0.204,15.8,8183,40.86
24.597,181.02,17,5,1,0.174,19.8,6185,45.7
366.297,98.79,5,0,3,0.019,24.9,1194,249.49
2.312,155.66,17,5,0,0.166,28.4,9183,26.87
39.834,141.61,2,0,1,0.086,18.0,3776,53.06
15.312,182.71,4,2,0,0.052,25.3,9328,40.68
23.421,198.28,11,5,1,0.28,10.3,6966,61.12
283.034,131.84,10,0,1,0.259,12.5,4895,331.0
29.855,182.85,14,5,0,0.014,34.3,8225,36.57
38.577,54.05,0,0,0,0.061,23.3,9198,47.69
21.493,24.07,11,0,0,0.164,17.6,8514,37.76
110.262,138.19,9,0,0,0.673,21.6,8478,219.86
334.371,52.46,19,3,0,0.668,33.6,8220,743.02
9.761,27.86,3,4,0,0.165,18.2,9423,32.59
59.392,88.99,12,3,2,0.233,-1.4,538,149.19
153.909,12.91,0,4,0,0.021,18.7,9790,105.81
353.138,173.96,13,5,0,0.123,17.0,8160,403.21
436.275,96.89,16,2,3,0.357,19.2,4332,525.18
25.844,99.78,15,6,0,0.349,31.2,9654,64.86
18.161,40.01,2,4,0,0.263,21.9,8918,51.66
2.57,99.67,21,3,1,0.357,13.2,4077,29.76
22.914,25.64,5,5,0,0.265,24.3,9235,34.98
2.86,113.11,14,2,0,0.456,31.8,8537,35.07
337.358,146.4,3,5,2,0.165,4.0,1514,381.47
11.036,157.86,14,4,0,0.091,32.6,9172,36.62
111.955,16.78,22,0,0,0.099,31.9,9611,64.07
445.381,33.53,16,5,3,0.259,19.5,3998,507.64
340.884,146.86,3,4,0,0.153,24.8,8251,247.72
7.574,123.27,5,2,0,0.081,22.1,8494,23.79
252.591,40.96,22,3,0,0.09,17.6,9519,127.59
35.105,135.95,12,2,0,0.261,28.8,8969,72.4
18.295,41.72,17,5,0,0.299,32.5,9427,61.55
389.75,65.86,2,5,0,0.191,32.3,9753,307.06
18.416,107.05,14,1,0,0.201,19.6,8800,65.41
24.093,38.01,5,4,0,0.227,31.3,8640,36.17
19.636,109.6,16,3,0,0.12,29.9,8273,60.6
463.145,20.67,13,6,0,0.397,22.6,9269,609.79
53.511,55.0,6,4,0,0.206,17.4,8604,75.41
10.656,80.2,4,4,0,0.228,16.4,9842,41.5
36.54,38.91,16,4,0,0.046,23.7,9493,43.2
73.358,183.3,11,3,3,0.305,18.0,3080,123.12
15.551,25.04,21,2,0,0.162,23.5,8301,43.71
19.587,75.08,15,3,1,0.261,12.9,5588,59.07
180.104,129.16,16,2,0,0.283,17.4,9410,206.5
117.542,113.87,8,1,3,0.476,17.5,3324,275.95
347.852,68.92,10,4,0,0.055,30.4,9506,255.21
28.122,189.2,11,0,0,0.297,23.7,9938,46.5
9.568,82.64,17,0,0,0.441,22.8,9417,70.81
15.903,161.85,1,1,0,0.056,28.8,8126,42.34
32.117,9.88,8,6,2,0.583,4.2,1120,147.89
22.975,112.21,21,5,0,0.269,16.5,9155,46.56
264.483,79.43,17,1,1,0.561,24.4,5241,683.46
4.684,195.23,21,0,1,0.303,19.9,5236,43.47
36.905,46.14,15,6,0,0.356,34.2,9581,79.47
439.178,71.97,0,2,0,0.089,26.3,9699,263.49
27.967,87.29,8,5,0,0.108,32.5,9921,46.7
24.478,150.8,11,5,0,0.293,20.3,9369,45.89
1.707,141.49,0,4,0,0.399,30.6,9377,23.25
3.922,98.74,21,4,0,0.326,16.8,8176,34.72
424.898,72.71,13,1,3,0.282,16.3,1842,636.22
266.528,52.63,6,4,3,0.14,27.7,4644,293.6
28.952,29.41,8,2,0,0.883,25.4,8871,110.43
18.226,86.76,8,1,3,0.447,21.7,1046,136.91
28.274,162.23,14,4,0,0.252,16.3,9769,53.28
23.154,81.91,17,3,0,0.866,29.2,8102,92.2
346.047,188.48,15,2,1,0.397,16.8,2510,410.3
8.893,127.78,16,4,1,0.148,22.0,4593,34.26
386.178,28.49,11,3,0,0.279,33.2,8866,404.89
283.897,9.59,22,2,0,0.032,19.2,8023,128.11
280.853,68.32,10,5,0,0.121,26.8,8533,210.46
35.098,10.06,4,4,0,0.126,21.6,9586,37.92
249.418,130.25,5,5,0,0.236,27.4,8770,211.14
9.714,53.02,19,1,0,0.826,24.7,8478,75.38
476.612,106.67,0,2,3,0.07,22.4,3553,353.48
13.583,184.24,12,2,0,0.463,32.0,9000,76.34
302.406,11.77,4,5,0,0.168,29.0,8611,258.09
377.054,77.6,6,5,0,0.171,16.7,9037,305.98
313.589,85.33,10,4,0,0.126,18.4,8769,240.29
497.756,190.35,14,5,1,0.014,18.8,3888,318.79
5.391,100.9,5,4,3,0.465,25.1,4041,42.38
255.197,78.15,21,1,1,0.115,15.0,5848,217.92
201.738,30.01,20,1,0,0.338,19.6,9519,235.4
106.186,197.03,17,6,0,0.449,33.6,9372,241.49
25.304,182.75,13,4,0,0.109,21.3,9755,44.79
177.843,59.08,20,6,0,0.326,20.5,8543,206.08
38.36,181.34,7,6,1,0.891,11.5,6385,151.31
26.142,60.14,10,4,1,0.188,20.0,6410,43.25
250.112,134.52,19,2,0,0.412,22.9,8817,620.8
30.565,38.88,1,2,1,0.022,14.1,6208,34.21
279.75,87.73,9,2,0,0.424,22.0,9476,565.87
63.853,195.46,8,4,0,0.113,18.7,9044,67.84
150.675,113.4,9,3,1,0.446,24.1,2171,385.02
23.842,62.15,10,4,0,0.134,30.4,9940,43.89
123.14,21.82,18,2,1,0.621,11.8,5280,322.95
118.723,35.11,10,2,1,0.282,14.6,3984,126.56
11.209,41.28,8,0,0,0.672,24.8,9594,64.33
17.904,20.24,17,4,0,0.108,33.8,9809,34.27
489.579,21.93,8,1,0,0.64,26.4,8427,1165.43
23.671,73.09,17,4,0,0.019,16.5,9823,35.68
32.506,174.51,13,4,0,0.296,32.6,9585,67.6
0.739,5.85,7,6,0,0.639,17.1,9997,13.54
143.371,53.02,19,1,0,0.51,32.0,8088,310.62
275.538,77.89,12,5,0,0.191,20.5,9788,267.14
363.804,36.82,22,0,0,0.078,24.4,8469,216.61
240.755,176.61,5,4,1,0.177,18.9,2921,250.71
193.07,144.53,17,5,1,0.062,17.5,3289,147.62
225.931,184.04,13,2,1,0.464,19.6,6568,428.66
32.24,17.58,1,4,0,0.152,18.1,9991,37.65
323.277,161.98,15,2,1,0.185,22.0,6296,438.95
377.615,57.42,19,6,0,0.643,32.8,8318,749.53
27.966,106.8,11,2,1,0.242,22.6,2047,51.95
43.844,120.86,8,0,3,0.686,16.9,3087,184.81
492.86,160.75,19,6,1,0.877,22.5,5504,1382.03
19.18,192.22,16,5,0,0.177,32.8,8231,43.19
27.142,66.82,11,4,0,0.194,28.2,9184,54.4
9.089,8.39,18,0,2,0.431,1.6,2607,79.87
483.992,170.65,19,3,0,0.694,30.8,8348,1216.48
32.53,6.51,9,0,1,0.503,18.7,4035,87.02
17.952,36.26,6,4,0,0.207,23.0,9394,50.14
30.112,12.01,22,5,0,0.114,32.8,9564,30.73
420.971,81.4,11,4,0,0.125,21.2,9924,363.38
34.577,191.29,6,4,1,0.28,13.0,6617,69.94
19.573,88.47,1,2,1,0.034,15.2,2997,44.77
207.832,122.51,22,2,0,0.094,21.1,9313,149.91
437.319,102.65,9,1,0,0.477,26.7,8027,756.52
2.675,56.13,6,1,0,0.117,19.8,9051,25.35
17.974,152.49,2,3,0,0.086,22.2,9003,50.28
19.241,54.3,6,0,1,0.22,16.2,5673,87.96
28.436,182.06,18,4,0,0.222,26.3,9093,41.39
374.794,19.46,23,4,3,0.195,23.6,3255,347.16
480.648,153.35,12,4,0,0.014,29.8,8448,349.87
381.407,188.16,8,0,0,0.441,22.7,9623,693.66
410.655,191.85,18,6,0,0.879,26.8,9473,1129.68
57.268,107.39,9,2,1,0.625,15.2,6283,164.39
5.984,177.17,12,3,0,0.296,32.0,8444,38.59
13.845,39.08,10,2,0,0.299,27.2,8982,46.48
2.206,36.79,1,1,0,0.052,30.7,9357,18.8
1.838,180.13,8,0,0,0.888,20.2,9327,35.76
455.693,104.91,22,5,3,0.231,20.9,4637,581.59
16.084,189.45,0,0,0,0.056,28.0,9139,43.96
108.546,125.85,13,2,0,0.384,31.9,8993,151.26
208.567,71.7,3,2,3,0.084,17.3,1210,157.31
33.488,84.07,22,0,0,0.096,17.6,8428,39.95
432.897,74.11,14,1,1,0.346,12.4,4621,655.77
22.182,58.18,19,4,0,0.007,30.0,8697,31.02
457.116,14.38,15,3,0,0.125,27.1,9004,378.38
5.245,91.21,17,5,0,0.184,20.6,8522,33.5
37.75,44.0,6,3,1,0.173,17.7,3826,57.38
9.617,12.67,8,4,0,0.484,20.7,8267,42.49
6.229,140.71,9,1,0,0.458,32.4,8039,50.1
4.917,35.95,14,3,0,0.351,34.4,9289,45.75
13.029,127.09,20,4,1,0.218,24.4,4442,42.26
462.064,117.65,20,4,0,0.234,18.8,8015,358.43
22.068,183.33,20,4,0,0.292,34.7,9035,39.15
10.47,166.57,6,6,0,0.343,28.0,8051,43.26
124.495,111.55,18,3,1,0.647,24.7,5274,335.04
18.385,117.64,14,4,3,0.256,18.2,2062,62.1
34.054,1.53,3,0,0,0.07,18.1,9503,28.87
39.373,39.15,9,0,1,0.756,21.2,3274,148.76
17.987,54.72,12,6,1,0.219,15.7,5609,64.74
9.807,185.77,18,6,0,0.872,22.3,8508,68.68
30.412,131.18,19,4,0,0.139,15.8,8778,41.38
27.072,74.12,18,0,1,0.895,13.3,6071,130.94
36.832,54.57,4,1,0,0.05,16.1,9522,49.65
484.969,191.38,22,3,0,0.019,32.3,8154,256.33
293.655,71.69,14,5,0,0.189,15.5,8338,234.17
43.394,185.47,2,0,0,0.085,17.1,8685,52.07
145.27,170.19,17,1,0,0.742,23.8,8143,350.93
39.836,59.51,13,1,0,0.272,27.6,9732,85.44
8.801,7.62,6,1,0,0.229,33.2,8213,29.26
22.364,196.37,5,5,0,0.017,33.8,9723,33.33
295.709,46.24,11,5,0,0.216,18.0,8419,342.56
11.799,28.91,13,6,0,0.21,20.1,9665,46.73
24.876,56.38,8,3,0,0.843,19.0,8455,97.34
48.254,174.79,19,5,0,0.102,30.9,8038,59.94
25.464,99.65,14,6,0,0.333,15.4,8293,55.45
290.761,199.01,3,3,0,0.092,16.0,9958,177.9
240.545,75.92,6,5,0,0.292,28.1,9864,204.81
31.316,167.75,20,1,0,0.153,34.2,9772,47.32
9.344,111.75,1,3,0,0.028,31.3,8999,38.56
13.428,60.33,20,6,0,0.159,23.1,9345,51.92
22.826,120.21,12,6,0,0.201,18.9,8401,47.4
311.043,91.72,18,2,0,0.626,31.3,8637,656.63
303.251,57.45,16,2,0,0.175,21.1,9148,214.64
13.385,10.52,12,5,0,0.198,31.3,8440,39.52
37.489,56.42,20,0,0,0.202,29.1,9166,53.57
355.388,112.32,12,0,1,0.242,14.9,5436,471.43
29.51,186.73,19,3,0,0.778,29.6,9395,129.0
211.58,164.39,1,2,0,0.084,15.4,8316,115.69
410.413,36.03,20,5,0,0.231,31.8,9274,339.59
29.387,120.26,11,5,0,0.205,18.1,8846,55.45
448.584,21.9,20,0,0,0.26,30.7,8969,420.47
421.001,117.72,13,0,0,0.339,22.1,8540,494.08
24.87,131.57,5,2,0,0.024,25.9,8219,33.55
20.889,116.08,0,2,0,0.052,21.1,9735,35.52
1.973,54.35,6,4,0,0.369,32.7,9781,29.81
19.932,10.65,3,6,0,0.062,20.1,8271,31.52
423.773,84.28,20,4,0,0.064,18.7,8990,323.29
471.371,197.25,6,2,0,0.225,30.7,9921,415.21
0.642,11.37,21,4,0,0.221,26.8,8449,8.97
29.608,76.17,11,0,0,0.353,19.6,8610,62.26
90.914,21.57,14,6,0,0.217,23.1,8484,110.72
428.561,18.67,22,6,0,0.015,17.6,9011,203.0
16.627,35.49,10,2,0,0.335,17.4,9813,60.28
15.629,154.02,3,6,0,0.087,31.6,9506,38.63
173.326,109.58,13,4,1,0.12,20.3,2894,200.64
23.913,144.84,23,2,1,0.013,16.1,4611,28.32
35.5,141.47,5,0,0,0.049,15.8,9726,44.29
25.817,84.04,14,1,1,0.496,18.8,5195,74.99
159.765,37.01,18,3,1,0.707,22.9,3892,417.1
33.113,36.42,14,4,0,0.197,24.7,8420,39.98
19.338,71.52,14,4,0,0.256,25.3,8856,64.94
177.752,141.33,20,2,3,0.203,17.1,3324,206.04
298.145,84.91,2,0,3,0.065,28.5,2390,190.23
319.848,88.81,2,2,0,0.061,32.8,9095,189.22
18.935,67.5,8,0,1,0.672,15.5,2327,171.38
24.119,65.09,9,2,1,0.699,17.2,3026,111.44
22.895,105.84,3,1,0,0.032,17.0,9105,30.8
399.416,168.7,11,3,0,0.35,33.9,8791,393.06
26.022,63.91,12,1,0,0.472,25.6,8101,89.8
4.84,86.76,23,0,0,0.022,27.4,8108,31.16
28.447,122.1,9,6,0,0.527,20.6,8924,81.54
20.187,48.55,17,3,0,0.834,16.8,8819,88.24
19.125,83.24,1,5,0,0.001,16.1,8636,50.11
0.847,16.23,22,3,0,0.05,33.0,9959,6.74
35.309,148.34,3,2,0,0.068,34.6,8346,39.58
20.148,164.8,23,2,0,0.079,19.8,8160,35.43
474.591,26.21,8,6,0,0.648,17.0,9482,879.62
361.697,155.11,20,2,0,0.327,23.0,9702,426.25
112.043,177.4,16,0,1,0.154,14.8,3244,122.97
27.845,14.3,17,5,3,0.005,22.3,4376,26.12
18.884,1.82,14,2,1,0.388,13.4,4125,90.89
295.737,113.22,9,2,0,0.754,22.1,9312,704.92
11.549,84.36,4,4,1,0.102,15.1,5029,36.87
401.276,184.49,0,2,0,0.098,27.7,9089,188.22
7.912,181.34,15,6,0,0.147,24.6,8275,35.81
18.828,110.82,22,5,1,0.002,14.8,3794,49.85
12.996,189.54,15,1,0,0.212,26.9,9582,46.31
221.586,85.16,13,4,0,0.088,31.5,8837,213.74
3.635,180.36,9,0,0,0.767,33.1,8134,48.43
34.303,167.5,2,5,0,0.268,31.4,9702,62.05
16.052,10.1,18,0,0,0.52,27.3,8883,99.19
1.955,90.51,3,5,0,0.36,30.6,9799,27.07
38.243,89.26,1,1,0,0.023,29.4,8274,38.66
32.88,167.67,1,2,0,0.093,15.3,9806,41.1
58.856,7.37,19,2,0,0.432,18.4,8607,139.85
35.343,158.16,2,6,0,0.058,32.1,9609,36.19
388.302,194.2,3,0,0,0.026,29.3,8784,206.45
10.832,179.63,4,5,0,0.056,29.3,9768,36.82
12.239,8.45,5,2,0,0.099,24.6,8376,24.64
96.68,19.97,20,5,1,0.088,19.3,3957,82.25
319.604,52.9,5,4,0,0.236,18.5,8637,275.2
53.777,53.96,14,4,0,0.092,24.4,8401,71.73
170.35,134.41,4,5,0,0.094,29.8,9375,128.99
97.416,88.51,7,3,1,0.698,16.1,5510,266.36
11.617,175.64,11,1,0,0.11,33.3,9848,34.87
297.317,17.69,9,6,0,0.497,33.1,8941,607.89
185.636,17.46,19,5,3,0.186,16.0,4430,172.12
8.726,153.66,3,0,0,0.051,25.6,9115,29.0
144.822,150.41,15,4,0,0.23,25.4,9142,132.52
39.135,20.68,21,6,1,0.365,23.6,3980,83.44
18.587,26.03,2,6,0,0.096,31.4,8252,44.88
397.672,70.66,3,0,0,0.024,18.8,8719,208.12
138.498,66.77,15,6,0,0.325,24.5,9230,163.87
232.869,22.66,8,5,0,0.244,21.2,9664,212.56
48.981,54.49,16,0,1,0.111,13.6,5333,75.22
18.315,73.27,21,6,1,0.234,19.7,6795,67.81
2.523,46.31,23,4,0,0.022,24.5,8988,17.79
142.208,157.29,23,1,0,0.099,17.7,8885,107.25
25.565,143.98,1,6,0,0.092,22.1,9165,33.56
166.304,23.8,20,1,0,0.184,18.5,8095,163.86
29.836,61.91,12,2,0,0.416,25.1,8757,66.22
6.427,102.55,3,0,0,0.087,32.9,8680,24.91
10.848,53.71,6,6,0,0.228,27.8,8948,43.39
464.706,141.8,5,0,0,0.048,23.6,9937,279.44
171.03,190.9,22,1,0,0.044,22.4,9325,109.6
15.343,52.92,8,5,0,0.24,16.6,9871,45.77
36.934,98.99,23,5,0,0.044,29.5,9904,48.97
73.006,87.86,15,5,1,0.033,12.3,6539,78.86
100.261,96.62,7,5,0,0.123,15.1,8414,82.91
175.399,119.53,4,3,0,0.015,29.1,9636,100.82
262.755,118.87,16,5,0,0.023,30.2,8446,171.58
46.58,37.99,1,1,0,0.052,25.8,8963,45.21
167.415,112.36,11,5,0,0.048,35.0,9295,148.87
341.717,102.5,12,1,0,0.268,18.7,8191,364.25
20.529,69.37,7,6,0,0.845,27.6,8018,85.64
16.529,41.18,19,0,0,0.482,21.2,9568,96.21
140.287,118.84,22,5,0,0.055,18.9,8231,108.97
4.945,153.78,4,2,0,0.055,28.3,9680,31.33
36.664,165.42,3,5,0,0.037,17.5,8403,48.71
427.308,91.99,12,2,1,0.485,15.4,6668,781.76
115.592,172.33,8,5,1,0.052,15.4,4649,88.51
36.872,65.65,16,4,0,0.037,30.8,9058,51.58
14.622,29.98,9,6,0,0.624,16.6,9789,109.79
237.504,133.12,16,3,0,0.296,18.7,9638,237.55
231.204,87.37,8,1,0,0.567,15.6,8752,469.82
10.555,115.9,13,1,0,0.421,27.2,8708,54.31
376.246,191.5,17,4,0,0.135,23.6,9341,270.8
32.795,98.83,13,3,3,0.416,16.8,3830,101.2
327.931,100.26,13,2,1,0.351,10.0,4231,471.88
334.021,8.62,3,0,2,0.063,2.7,2105,235.05
36.889,171.83,22,5,3,0.162,22.9,1845,64.11
320.31,70.1,20,1,0,0.181,22.0,8454,313.13
28.563,170.5,6,0,0,0.113,15.2,8462,49.55
463.978,62.05,16,4,0,0.192,30.2,9918,416.05
17.001,103.2,15,5,1,0.28,20.7,5254,58.24
35.093,125.03,22,4,0,0.245,16.7,9568,51.73
16.09,189.87,4,2,0,0.095,15.3,9547,43.41
39.258,115.52,2,5,0,0.264,29.6,9459,76.08
204.895,38.38,10,2,0,0.194,34.8,8256,166.6
83.018,65.06,3,1,1,0.056,16.2,4259,66.76
25.127,158.64,20,6,0,0.218,25.8,8124,46.85
2.091,95.37,17,3,0,0.482,18.9,8797,35.54
36.138,51.5,10,6,0,0.363,33.0,9509,59.51
266.706,35.72,2,4,0,0.108,20.8,8200,188.87
261.483,127.32,1,1,0,0.078,30.3,9318,159.61
9.5,3.67,16,3,0,0.355,26.6,8243,30.65
22.002,51.41,1,6,0,0.014,24.3,9729,29.71
487.897,156.89,18,6,0,0.84,27.8,9394,1371.97
8.844,139.9,8,2,0,0.72,34.1,8375,93.39
21.519,24.56,7,0,1,0.526,15.4,5706,66.74
365.692,42.13,22,0,0,0.036,34.6,8726,209.44
206.505,125.56,17,3,1,0.596,14.0,3178,489.05
26.91,175.11,3,4,0,0.154,23.7,9151,45.54
498.027,110.72,0,4,0,0.12,34.3,9616,399.95
227.83,16.65,23,1,3,0.001,15.1,1174,130.75
29.631,149.24,21,0,1,0.32,23.5,4164,59.13
1.432,187.6,17,6,2,0.71,1.0,2161,43.72
166.245,55.17,2,3,0,0.043,21.9,8502,97.84
5.28,93.18,19,4,0,0.476,33.6,9581,30.79
5.836,126.69,16,4,0,0.14,22.1,8410,37.57
29.48,29.05,11,3,0,0.211,16.7,8401,51.93
